City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
vilyuchinsk,52.9306,158.4028,20.15,71,66,3.22,RU,1691718151
san patricio,28.017,-97.5169,31.97,74,0,7.24,US,1691718151
huntsville,34.7304,-86.5861,26.89,89,100,0.45,US,1691718151
nouadhibou,20.931,-17.0347,21.99,83,40,3.09,MR,1691718152
praya,14.9215,-23.5087,26.3,73,20,3.09,CV,1691718152
kavieng,-2.5744,150.7967,27.85,75,97,6.64,PG,1691718152
ilomantsi,62.6716,30.9328,10.94,82,55,2.03,FI,1691718153
emerald,-23.5333,148.1667,23.52,40,0,0.4,AU,1691718153
dryden,49.7833,-92.7503,17.16,63,75,2.06,CA,1691718153
asadabad,34.7824,48.1185,16.97,28,0,2.34,IR,1691718153
illapel,-31.6308,-71.1653,10.85,77,15,1.08,CL,1691718154
bengkulu,-3.8004,102.2655,25.78,82,50,2.05,ID,1691718154
paithan,19.4833,75.3833,24.03,80,82,3.56,IN,1691718154
christchurch,-43.5333,172.6333,10.51,66,68,2.57,NZ,1691718154
hancheng,32.5186,112.3522,29.86,67,55,2.4,CN,1691718155
colotlan,22.1,-103.2667,16.84,90,100,1.04,MX,1691718019
mana,5.6592,-53.7767,25.47,89,10,3.47,GF,1691718155
sao gabriel da cachoeira,-0.1303,-67.0892,23.12,98,100,0.12,BR,1691718155
kristiansund,63.1115,7.732,11.03,93,100,0.0,NO,1691718023
chingirlau,51.095,54.0814,20.61,48,0,3.4,KZ,1691718156
shakawe,-18.3667,21.85,12.1,46,0,2.61,BW,1691718156
nagqu,31.5,92.0,9.69,78,100,0.42,CN,1691717958
barcelona,41.3888,2.159,26.42,63,0,2.57,ES,1691717700
yung shue wan,22.2333,114.1167,31.43,89,100,0.45,HK,1691718157
kuwait city,29.3697,47.9783,37.14,42,57,1.34,KW,1691717880
aqadyr,48.2553,72.8483,18.41,74,59,2.57,KZ,1691718157
necochea,-38.5473,-58.7368,11.23,85,100,3.11,AR,1691718157
port moresby,-9.4431,147.1797,29.68,42,0,7.72,PG,1691718072
mil'kovo,55.6078,37.7956,18.11,84,98,2.72,RU,1691718158
badger,64.8,-147.5333,21.1,72,20,1.54,US,1691717970
castro,-24.7911,-50.0119,15.33,74,0,1.94,BR,1691718158
korsakov,46.6328,142.7813,15.91,93,100,4.22,RU,1691718159
broadstairs,51.3591,1.4394,18.66,78,38,0.89,GB,1691718159
mundri,-6.9558,111.71,28.68,57,8,3.55,ID,1691718159
weno,7.4515,151.8468,29.97,70,100,2.57,FM,1691718159
beira,-19.8436,34.8389,19.05,88,20,3.91,MZ,1691718160
moanda,-1.5575,13.2178,21.23,91,12,0.82,GA,1691718160
mega,4.05,38.3,14.2,70,96,7.33,ET,1691718160
levuka,50.1834,-105.4011,15.84,44,72,4.11,CA,1691718160
ndioum,16.5129,-14.6471,27.91,62,100,8.8,SN,1691718161
lata,40.1629,-8.3327,17.73,94,0,1.33,PT,1691717974
constantia,44.1833,28.65,20.39,63,97,6.76,RO,1691717969
muli,2.9167,73.5667,28.12,75,99,6.16,MV,1691718161
shwebo,22.5667,95.7,25.62,84,100,4.06,MM,1691718161
brookings,44.3114,-96.7984,26.0,73,75,7.72,US,1691718162
hirara,24.8,125.2833,31.15,74,75,2.06,JP,1691718162
mount gambier,-37.8333,140.7667,13.93,67,100,4.08,AU,1691718162
arno,60.1167,18.6333,13.77,92,100,3.74,SE,1691718163
pimentel,-6.8367,-79.9342,22.16,78,100,7.72,PE,1691718164
dawson creek,55.7666,-120.2362,21.8,35,20,5.14,CA,1691718164
san juan de los morros,9.9115,-67.3538,22.52,91,83,1.07,VE,1691718165
ambagarh chauki,20.7833,80.7167,25.8,78,99,2.38,IN,1691718165
saldanha,-33.0117,17.9442,9.03,54,5,5.36,ZA,1691718165
tiquipaya,-17.3382,-66.2189,18.4,30,20,5.14,BO,1691718166
ma'rib,15.4591,45.3253,28.18,12,100,1.86,YE,1691718166
marka,1.7159,44.7717,24.08,84,58,7.18,SO,1691718166
al 'aziziyah,32.9058,45.0616,36.04,16,0,4.48,IQ,1691718166
whakatane,-37.9585,176.9854,13.62,62,22,3.58,NZ,1691718167
bela vista,-22.1089,-56.5211,25.32,37,0,2.7,BR,1691718167
dauphin,51.1494,-100.0502,14.08,94,100,2.57,CA,1691718167
puerto madryn,-42.7692,-65.0385,14.38,40,6,12.92,AR,1691718167
manokwari,-0.8667,134.0833,28.26,71,28,2.48,ID,1691718168
coyhaique,-45.5752,-72.0662,3.97,60,75,3.09,CL,1691718168
padang,-0.9492,100.3543,26.03,77,51,1.62,ID,1691718168
kalemie,-5.9475,29.1947,21.23,60,12,1.2,CD,1691718168
rundu,-17.9333,19.7667,13.22,38,78,3.32,NA,1691718168
xai-xai,-25.0519,33.6442,15.66,73,0,1.43,MZ,1691718169
naze,28.3667,129.4833,27.51,78,100,1.57,JP,1691718169
juquia,-24.3208,-47.6347,18.33,99,12,0.62,BR,1691718169
belmonte,-15.8631,-38.8828,22.06,82,97,2.29,BR,1691718169
kataba,13.9833,44.3833,20.54,42,64,1.16,YE,1691718170
harrison,30.4091,-89.0436,33.04,77,0,6.17,US,1691718170
kidal,18.4411,1.4078,29.43,51,98,2.03,ML,1691718170
moree,-29.4667,149.85,21.53,34,0,3.74,AU,1691718170
maceio,-9.6658,-35.7353,22.69,94,40,1.54,BR,1691718171
quellon,-43.1167,-73.6167,6.14,81,40,3.09,CL,1691718171
narasannapeta,18.4167,84.05,29.51,65,62,3.15,IN,1691718171
kikwit,-5.041,18.8162,26.6,55,100,0.9,CD,1691718171
kanchanaburi,14.6333,99.1,26.36,80,88,2.6,TH,1691718171
gamay,12.3854,125.2979,32.31,60,90,2.75,PH,1691718172
saudarkrokur,65.7461,-19.6394,6.33,93,38,2.09,IS,1691717989
chaman,30.9236,66.4512,26.84,17,1,1.42,PK,1691718172
sur,22.5667,59.5289,29.3,63,98,3.0,OM,1691718021
dhemaji,27.4833,94.5833,27.04,94,100,1.17,IN,1691718173
formosa do rio preto,-11.0483,-45.1931,21.55,44,31,1.0,BR,1691718173
khandyga,62.6667,135.6,25.14,32,1,2.36,RU,1691718173
yatou,37.15,122.3833,27.47,61,100,8.22,CN,1691718173
sinop,41.7711,34.8709,19.24,95,82,0.83,TR,1691718173
nurmo,62.8287,22.9099,13.31,90,0,3.6,FI,1691718174
torghay,49.6339,63.4981,19.45,56,27,7.73,KZ,1691718174
maddela,16.3414,121.6849,31.63,62,100,1.34,PH,1691718174
ta`u,-14.2336,-169.5144,27.64,73,100,5.62,AS,1691718023
krasnokamensk,50.0979,118.0369,18.38,81,100,1.84,RU,1691718175
las lomitas,-24.7096,-60.593,24.03,48,51,0.57,AR,1691718175
pizarro,4.9533,-77.366,26.06,89,100,1.54,CO,1691718175
yamrat,10.1116,9.826,21.39,94,100,0.46,NG,1691718175
luderitz,-26.6481,15.1594,17.08,65,60,1.29,NA,1691718175
gillette,44.2911,-105.5022,25.03,44,0,4.63,US,1691718176
al 'amarah,31.8406,47.1396,36.92,13,1,2.38,IQ,1691718176
cambria,35.5641,-121.0808,22.41,88,65,0.45,US,1691718176
plastun,44.7561,136.2939,16.78,98,100,3.08,RU,1691718176
pemba,-12.974,40.5178,21.2,75,3,7.23,MZ,1691718176
usogorsk,63.4106,48.6872,16.3,75,0,1.83,RU,1691718177
egersund,58.4513,5.9997,8.38,86,5,3.66,NO,1691718177
kiunga,-6.1219,141.2906,26.62,68,98,2.5,PG,1691718177
yuktae-dong,40.0247,128.1597,22.41,96,100,8.33,KP,1691718177
el nido,11.1858,119.3956,28.81,78,100,5.95,PH,1691718178
qarauyl,48.9451,79.255,18.82,71,66,5.05,KZ,1691718178
constitucion,-35.3333,-72.4167,9.43,87,100,1.81,CL,1691718178
san andres,12.5847,-81.7006,29.01,84,20,3.6,CO,1691718178
benjamin hill,30.1667,-111.1,31.44,41,87,4.21,MX,1691718178
pacific grove,36.6177,-121.9166,21.68,87,75,4.12,US,1691717698
eno,62.8051,30.1542,13.39,79,85,1.62,FI,1691718179
bauchi,10.5,10.0,21.22,94,100,1.02,NG,1691718179
warrensburg,38.7628,-93.7361,26.94,69,0,1.54,US,1691718179
pitogo,13.7847,122.0881,30.14,69,90,4.97,PH,1691718179
maslyanino,54.3436,84.2111,14.57,97,100,2.86,RU,1691718180
ain sukhna,29.6002,32.3167,23.39,83,0,4.02,EG,1691718180
lejanias,3.5251,-74.0216,20.67,93,82,2.24,CO,1691718180
san antonio de pale,-1.4014,5.6325,23.33,87,99,4.72,GQ,1691718181
molina,-35.1167,-71.2833,9.65,88,100,1.03,CL,1691718181
kourou,5.1552,-52.6478,25.03,90,63,2.66,GF,1691718181
paradip garh,20.3167,86.6167,29.75,69,100,4.21,IN,1691718181
alo,7.4178,6.7371,22.97,98,100,1.37,NG,1691718182
ceylanpinar,36.8472,40.05,31.21,29,0,3.5,TR,1691718182
nadym,65.5333,72.5167,6.52,65,0,10.98,RU,1691718182
olyokminsk,60.3736,120.4264,26.35,43,100,2.42,RU,1691718182
ponta delgada,37.7333,-25.6667,23.4,83,75,4.12,PT,1691718032
toliara,-23.35,43.6667,16.24,76,0,5.9,MG,1691718183
yelizovo,53.1873,158.3805,20.08,52,20,2.0,RU,1691718183
broken hill,-31.95,141.4333,16.12,41,0,2.67,AU,1691718184
lodwar,3.1191,35.5973,25.98,49,8,5.45,KE,1691718184
chesterton,41.6106,-87.0642,24.38,96,100,0.0,US,1691718184
protaras,35.0125,34.0583,27.21,95,2,0.89,CY,1691718184
luanco,43.6152,-5.7934,21.37,84,29,1.29,ES,1691718184
nemuro,43.3236,145.575,21.08,92,100,6.54,JP,1691717977
kota kinabalu,5.9749,116.0724,31.6,70,20,4.02,MY,1691718185
reggane,26.7158,0.1714,34.39,15,0,4.95,DZ,1691718185
pielavesi,63.2333,26.75,11.8,97,5,2.27,FI,1691718187
straja,47.9167,25.55,12.88,87,91,1.4,RO,1691718187
bay harbor,30.1471,-85.6146,30.01,80,0,5.66,US,1691718187
rabo de peixe,37.8,-25.5833,22.73,83,75,4.63,PT,1691718187
santa rosa,14.3122,121.1114,31.16,74,76,4.3,PH,1691718188
oyama,36.3,139.8,32.55,55,21,2.46,JP,1691718188
vila velha,-20.3297,-40.2925,21.97,88,75,2.06,BR,1691718188
twon-brass,4.3151,6.2418,25.76,83,100,3.58,NG,1691718027
la ronge,55.1001,-105.2842,13.14,100,100,7.2,CA,1691717974
cantanhede,-3.6333,-44.3767,22.93,94,4,1.62,BR,1691718189
ingeniero jacobacci,-41.3427,-69.5448,3.17,54,32,11.68,AR,1691718189
kerema,-7.9631,145.7785,25.84,74,56,3.1,PG,1691718190
bouira,36.3749,3.902,27.0,30,1,0.71,DZ,1691718190
monte alegre,-2.0078,-54.0692,26.49,64,40,2.08,BR,1691718190
vernon,50.2581,-119.2691,25.42,44,62,2.24,CA,1691718190
darnah,32.767,22.6367,25.03,67,0,7.98,LY,1691718190
sao vicente,-23.9631,-46.3919,25.1,26,19,1.75,BR,1691718191
sao miguel do araguaia,-13.275,-50.1628,26.05,35,2,2.36,BR,1691718191
araioses,-2.89,-41.9031,25.29,84,18,3.95,BR,1691718191
plainfield,40.6168,-74.4173,22.25,96,0,0.0,US,1691718175
ola,59.5833,151.2833,21.75,68,0,2.31,RU,1691718192
arkhangel'sk,64.5401,40.5433,18.14,87,67,0.69,RU,1691718192
katsuren-haebaru,26.3369,127.8719,31.21,79,40,2.06,JP,1691718192
ilha de mocambique,-15.0342,40.7358,20.72,86,25,6.65,MZ,1691718192
tindouf,27.6711,-8.1474,37.25,13,40,3.09,DZ,1691718193
carutapera,-1.195,-46.02,24.42,90,11,2.15,BR,1691718193
qingyuan,23.7,113.0333,26.99,84,96,1.57,CN,1691718193
kievka,50.2619,71.5514,15.17,80,100,5.88,KZ,1691718193
bridge city,30.0208,-93.8457,32.0,69,0,5.14,US,1691718194
mikomeseng,2.1361,10.6132,20.0,99,96,0.95,GQ,1691718194
luganville,-15.5333,167.1667,23.15,58,15,7.11,VU,1691718194
vanimo,-2.6741,141.3028,29.62,69,96,3.67,PG,1691718194
inongo,-1.95,18.2667,20.0,91,94,2.1,CD,1691718195
fale old settlement,-9.3852,-171.2468,27.97,77,92,5.47,TK,1691718195
nampa,43.5407,-116.5635,32.66,24,0,3.6,US,1691718195
sukumo,32.9333,132.7333,28.57,81,81,3.0,JP,1691718195
boa esperanca do sul,-21.9925,-48.3908,21.49,46,0,2.28,BR,1691718196
los alamos,35.8881,-106.307,27.31,28,0,4.63,US,1691718196
cangas del narcea,43.1833,-6.55,19.02,90,7,1.35,ES,1691718196
wewak,-3.5534,143.6268,28.6,72,100,3.66,PG,1691718196
fuyang,32.9,115.8167,30.59,71,57,2.36,CN,1691718196
tahe,52.3333,124.7333,24.68,52,100,3.14,CN,1691718197
kupang,-10.1667,123.5833,29.32,48,20,7.72,ID,1691718197
male,4.1748,73.5089,28.97,79,75,6.69,MV,1691718197
micoud,13.8167,-60.9,28.99,82,20,9.26,LC,1691718197
obligado,-27.0333,-55.6333,23.11,71,95,3.27,PY,1691718198
vila franca do campo,37.7167,-25.4333,23.23,93,84,2.53,PT,1691718198
slivnitsa,42.85,23.0333,14.94,91,31,1.4,BG,1691718198
taroa,8.7058,171.2275,27.95,78,88,5.67,MH,1691718198
harar,9.3094,42.1258,15.47,87,58,2.46,ET,1691718199
yonggang-up,38.8561,125.4244,22.59,96,100,0.35,KP,1691718199
mersa matruh,31.3525,27.2453,26.11,65,0,2.57,EG,1691718199
eyl,7.9803,49.8164,24.5,77,99,8.71,SO,1691718199
piacabucu,-10.4056,-36.4344,22.77,89,25,3.63,BR,1691718200
malters,47.0363,8.1819,18.2,91,20,2.06,CH,1691718200
pueblo nuevo,23.3833,-105.3833,15.67,97,100,0.6,MX,1691718200
pontianak,-0.0333,109.3333,24.99,88,75,3.09,ID,1691718016
kattivakkam,13.2167,80.3167,26.71,86,100,3.96,IN,1691718201
moapa valley,36.5805,-114.4703,37.21,22,31,3.13,US,1691718004
bowen,-20.0167,148.2333,22.63,50,2,6.8,AU,1691718201
tan-tan,28.438,-11.1032,28.58,46,87,4.09,MA,1691718201
