City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
eldorado,-23.7869,-54.2836,22.39,52,2,2.38,BR,1691718934
loharu,28.45,75.8167,29.76,59,96,5.63,IN,1691718934
gizo,-8.103,156.8419,25.31,88,100,8.59,SB,1691718934
allariz,42.1904,-7.8018,20.46,74,0,0.52,ES,1691718935
tshabong,-26.05,22.45,10.04,42,12,4.85,BW,1691718935
qaqortoq,60.7167,-46.0333,6.81,77,100,0.54,GL,1691718662
mostaganem,35.9311,0.0892,26.33,64,3,3.13,DZ,1691718936
muli,2.9167,73.5667,28.12,75,99,6.16,MV,1691718936
howrah,22.5892,88.3103,27.0,89,75,1.54,IN,1691718656
nuuk,64.1835,-51.7216,8.34,87,75,6.69,GL,1691718810
sparti,37.0733,22.4297,19.67,84,0,1.02,GR,1691718937
sinabang,2.4803,96.3801,27.24,78,91,0.71,ID,1691718937
gargalianoi,37.0667,21.6333,19.34,74,0,3.15,GR,1691718937
astara,38.5,48.6667,15.99,38,0,1.99,AZ,1691718938
san patricio,28.017,-97.5169,31.77,74,0,7.24,US,1691718938
berdigestyakh,62.0989,126.6992,23.68,48,0,4.05,RU,1691718938
yeniseysk,58.4497,92.1703,18.73,67,100,2.26,RU,1691718938
ayios konstandinos,38.6333,21.4,20.12,72,0,1.73,GR,1691718939
road town,18.4167,-64.6167,29.02,79,20,3.6,VG,1691718845
davos,46.8043,9.8372,10.49,83,6,0.77,CH,1691718939
bryne,58.7354,5.6477,10.87,94,1,0.51,NO,1691718939
vadso,70.0744,29.7487,17.09,77,20,6.69,NO,1691718940
swakopmund,-22.6833,14.5333,13.47,89,15,1.34,NA,1691718940
lata,40.1629,-8.3327,17.73,94,0,1.33,PT,1691718940
arhribs,36.7936,4.3116,26.05,34,0,0.29,DZ,1691718940
aykhal,66.0,111.5,18.46,72,100,2.59,RU,1691718663
palikir - national government center,6.9248,158.1611,31.41,74,75,3.6,FM,1691718941
lethem,3.3803,-59.7968,26.25,72,22,2.71,GY,1691718941
ilebo,-4.3167,20.5833,22.41,78,30,0.29,CD,1691718941
tikhvin,59.6451,33.5294,13.03,72,35,1.46,RU,1691718941
americo brasiliense,-21.7244,-48.1017,19.74,49,0,2.61,BR,1691718942
monte alegre,-2.0078,-54.0692,26.49,64,40,2.08,BR,1691718942
leominster,42.5251,-71.7598,21.55,94,100,1.54,US,1691718788
birjand,32.8663,59.2211,21.26,24,0,0.0,IR,1691718942
port saint john's,-31.6229,29.5448,16.25,84,0,3.36,ZA,1691718649
yugorsk,61.3133,63.3319,13.94,67,7,3.74,RU,1691718943
daru,-9.0763,143.2092,25.68,69,95,7.67,PG,1691718943
beacon square,28.2086,-82.7554,31.99,78,100,3.21,US,1691718943
korla,41.7597,86.1469,31.24,20,3,6.81,CN,1691718943
kaa-khem,51.6833,94.7333,20.86,52,20,2.12,RU,1691718944
majuro,7.0897,171.3803,30.98,74,75,4.12,MH,1691718944
cananeia,-25.0147,-47.9267,19.34,95,9,0.77,BR,1691718944
trinidad,-14.8333,-64.9,27.72,44,0,1.84,BO,1691718944
antofagasta,-23.65,-70.4,16.6,77,14,3.9,CL,1691718088
zvishavane,-20.3267,30.0665,13.21,73,100,1.87,ZW,1691718945
pacific grove,36.6177,-121.9166,21.78,88,75,3.13,US,1691718672
aki,33.5,133.9,29.97,69,20,2.58,JP,1691718945
tosontsengel,48.7567,98.2839,16.61,64,0,1.02,MN,1691718666
praia,14.9215,-23.5087,26.3,73,20,3.09,CV,1691718946
rio grande,-32.035,-52.0986,17.19,98,53,4.55,BR,1691718681
dwarka,22.2394,68.9678,27.11,82,99,7.66,IN,1691718686
bouarfa,32.53,-1.95,27.29,22,12,1.82,MA,1691718946
plettenberg bay,-34.0527,23.3716,21.56,35,0,4.3,ZA,1691718947
papao,-17.75,-149.55,26.82,70,100,9.05,PF,1691718947
buguruslan,53.6554,52.442,18.68,60,4,2.5,RU,1691718947
keelung,25.1283,121.7419,32.94,70,100,1.17,TW,1691718947
kiunga,-6.1219,141.2906,26.62,68,98,2.5,PG,1691718948
thunder bay,48.4001,-89.3168,17.99,67,75,2.57,CA,1691718691
maracai,-22.6106,-50.6672,22.97,41,0,2.92,BR,1691718948
tazovsky,67.4667,78.7,6.16,55,0,10.21,RU,1691718653
charlottetown,46.2352,-63.1267,15.31,95,75,3.09,CA,1691718841
mangai,-4.05,19.5333,24.16,71,89,0.51,CD,1691718949
ulsteinvik,62.3432,5.8487,12.73,90,100,1.79,NO,1691718949
biella,45.5871,8.0859,20.13,75,26,1.92,IT,1691718950
waat,51.1454,6.4958,17.1,87,3,0.51,DE,1691718950
kailua-kona,19.6406,-155.9956,27.98,77,75,4.63,US,1691718562
cockburn town,21.4612,-71.1419,28.88,86,100,9.63,TC,1691718792
nagqu,31.5,92.0,9.69,78,100,0.42,CN,1691718656
mont-dore,-22.2833,166.5833,22.99,52,0,5.53,NC,1691718951
san pedro,14.35,121.0167,30.73,77,40,5.66,PH,1691718951
ridder,50.355,83.5133,17.8,88,70,3.06,KZ,1691718951
santana,-0.0583,-51.1817,28.1,78,20,4.12,BR,1691718951
tangalle,6.024,80.7911,24.09,80,70,3.61,LK,1691718490
vorkuta,67.5,64.0,6.4,86,83,4.74,RU,1691718679
as sulayyil,20.4607,45.5779,29.14,12,2,1.73,SA,1691718952
smithers,54.7804,-127.1743,20.18,49,75,1.03,CA,1691718952
ta`u,-14.2336,-169.5144,27.64,73,100,5.62,AS,1691718653
ilheus,-14.7889,-39.0494,20.9,88,20,1.03,BR,1691718953
saint-leu,-21.15,55.2833,19.48,88,0,1.14,RE,1691718953
forbes,-33.3833,148.0167,17.73,46,23,1.6,AU,1691718953
arendal,58.4615,8.7725,10.89,76,3,2.4,NO,1691718953
cape girardeau,37.3834,-89.7168,24.77,84,35,2.9,US,1691718954
rantepao,-2.9701,119.8978,23.83,78,100,1.05,ID,1691718954
minot air force base,48.4209,-101.3391,19.1,82,40,2.57,US,1691718865
morehead city,34.7229,-76.726,27.22,90,0,1.34,US,1691718954
lorengau,-2.0226,147.2712,28.49,72,98,7.39,PG,1691718955
bandarbeyla,9.4942,50.8122,24.08,79,6,11.8,SO,1691718658
namdrik,5.5994,168.1028,26.91,82,100,6.05,MH,1691718688
usinsk,65.9939,57.5281,12.52,74,57,3.69,RU,1691718955
mejit,10.2753,170.8646,28.05,78,42,5.83,MH,1691718955
comber,54.5494,-5.7438,17.39,94,100,3.6,GB,1691718956
dunda,-8.1167,34.25,13.82,67,6,0.18,TZ,1691718956
pontianak,-0.0333,109.3333,24.99,83,40,3.6,ID,1691718840
tabou,4.423,-7.3528,23.91,85,60,3.36,CI,1691718956
bodaybo,57.8506,114.1933,19.82,85,100,1.1,RU,1691718652
ypsonas,34.6884,32.9574,24.54,83,20,1.03,CY,1691718957
olbersdorf,50.8833,14.7667,15.16,92,8,1.33,DE,1691718957
chengde,40.9725,117.9361,23.52,67,100,1.14,CN,1691718957
aioun,16.6614,-9.6149,31.56,49,73,6.49,MR,1691718656
salinopolis,-0.6136,-47.3561,25.75,85,13,4.2,BR,1691718675
orangeburg,33.4918,-80.8557,27.98,74,0,2.57,US,1691718959
tommot,58.9564,126.2925,21.38,71,100,2.41,RU,1691718959
el charco,2.4769,-78.1105,24.81,95,83,1.54,CO,1691718959
bedele,8.456,36.353,11.0,96,87,0.96,ET,1691718959
calingasta,-31.3308,-69.4078,10.66,23,0,2.56,AR,1691718960
san fernando de monte cristi,19.8667,-71.65,26.44,77,100,1.7,DO,1691718960
anloga,5.7947,0.8973,24.2,90,78,6.02,GH,1691718960
beaufort,5.3473,115.7455,31.27,58,55,1.54,MY,1691718960
borodino,55.9106,94.8983,20.05,58,100,2.59,RU,1691718961
myanaung,18.2833,95.3167,25.35,89,100,1.41,MM,1691718961
ciudad melchor muzquiz,27.8833,-101.5167,34.22,27,1,4.17,MX,1691718961
tongren,27.7172,109.1853,29.39,70,5,1.44,CN,1691718962
selibaby,15.159,-12.1829,28.74,68,100,7.79,MR,1691718962
usti nad labem,50.6607,14.0323,17.13,71,26,1.2,CZ,1691718962
palmas de monte alto,-14.2672,-43.1619,21.93,36,70,4.18,BR,1691718962
mar del plata,-38.0023,-57.5575,15.05,94,100,4.63,AR,1691718732
zhangye,38.9342,100.4517,26.3,40,0,2.3,CN,1691718963
bay city,43.5945,-83.8889,22.12,59,40,4.63,US,1691718920
montivilliers,49.5452,0.1877,18.43,94,20,3.6,FR,1691718963
tan-tan,28.438,-11.1032,28.58,46,87,4.09,MA,1691718964
xilin hot,43.9667,116.0333,25.89,63,93,2.31,CN,1691718964
hakui,36.8833,136.7833,37.92,53,0,2.52,JP,1691718964
waiuku,-37.25,174.75,14.36,65,6,4.55,NZ,1691718964
mili,6.0815,171.735,28.54,72,23,5.18,MH,1691718965
fortuna,40.5982,-124.1573,21.63,75,0,5.66,US,1691718965
barakani,-12.1356,44.4317,23.67,78,23,4.77,KM,1691718965
eslov,55.8393,13.3039,12.92,92,69,2.08,SE,1691718966
shahrud,36.4182,54.9763,21.62,31,0,2.69,IR,1691718966
revda,56.801,59.9303,13.18,74,100,1.51,RU,1691718966
yelovo,57.0538,54.9207,16.58,75,80,1.22,RU,1691718966
fort bragg,35.139,-79.006,27.75,83,0,1.54,US,1691718645
yarega,63.4354,53.5765,12.88,74,4,1.44,RU,1691718967
belyy yar,53.6039,91.3903,18.94,68,0,1.0,RU,1691718697
'ali sabieh,11.1558,42.7125,30.07,40,17,1.1,DJ,1691718967
ratnagiri,16.9833,73.3,26.27,82,50,0.99,IN,1691718968
mariental,-24.6333,17.9667,14.53,33,93,5.67,NA,1691718968
labrador city,52.9463,-66.9114,14.95,77,100,1.54,CA,1691718968
valbo,60.65,17.0333,13.36,100,99,2.24,SE,1691718968
kavaratti,10.5669,72.642,27.88,75,99,7.57,IN,1691718652
gemena,3.25,19.7667,21.58,98,92,0.87,CD,1691718969
dakhla,23.6848,-15.958,22.22,79,57,6.29,EH,1691718969
tamiahua,21.2667,-97.45,28.97,84,0,6.95,MX,1691718969
ambon,-3.6954,128.1814,27.08,78,40,3.09,ID,1691718970
ivanivka,46.7208,34.553,21.4,87,99,1.63,UA,1691718970
north bend,43.4065,-124.2243,21.07,68,0,8.75,US,1691718831
yangambi,0.8102,24.4336,21.72,93,99,0.88,CD,1691718970
macas,-2.3167,-78.1167,18.84,96,8,1.43,EC,1691718970
luena,-11.7833,19.9167,12.46,46,1,1.57,AO,1691718971
port augusta,-32.5,137.7667,17.04,45,0,2.32,AU,1691718664
youghal,51.95,-7.8506,15.56,100,24,4.43,IE,1691718971
pont rouge,48.8833,-72.0825,16.16,96,100,2.2,CA,1691718971
made,-7.1174,112.3915,29.52,57,8,1.09,ID,1691718972
khorugh,37.4897,71.553,18.29,50,0,1.16,TJ,1691718972
rawson,-43.3002,-65.1023,13.38,42,14,10.28,AR,1691718972
mount pearl,47.5166,-52.7813,17.2,93,75,3.09,CA,1691718972
omdurman,15.6445,32.4777,27.79,60,100,5.39,SD,1691718872
cantaura,9.3057,-64.3584,26.94,66,38,4.83,VE,1691718973
yaren,-0.5472,166.916,28.21,70,7,0.12,NR,1691718973
wewak,-3.5534,143.6268,28.6,72,100,3.66,PG,1691718973
tuyen quang,21.8233,105.2181,28.59,81,93,0.27,VN,1691718974
borba,-4.3878,-59.5939,24.82,77,25,0.68,BR,1691718974
